,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2013-02-05,2013-02-05,3.625314504194876e+22,2.119281806671032e+20,3859593087293087.0,3.160648269863029e+16,2154133549243359.0,1.563101444970049e+18,1.08204849189879e+17,3612504196365558.0,1897050963836553.2
2013-02-06,2013-02-06,3.624094822635316e+22,2.1318516721298673e+20,3984090666413199.0,3.151761002085358e+16,2150177366084782.0,1.5528744517868884e+18,1.0857677757335373e+17,3607943377619045.0,1896471192708031.0
2013-02-07,2013-02-07,3.622850922754076e+22,2.136852357516765e+20,4122241202075454.5,3.1430595215172212e+16,2146245151267134.0,1.5426878940392164e+18,1.0894997870409123e+17,3603457596479518.0,1895926243445017.5
2013-02-08,2013-02-08,3.62158535847203e+22,2.132063252388066e+20,4275612572505516.5,3.134542869296224e+16,2142337460111608.0,1.5325454374921183e+18,1.0932433491216515e+17,3599047812307664.0,1895416256549931.0
2013-02-09,2013-02-09,3.6203002073557273e+22,2.1161149020780275e+20,4445938309861983.5,3.126209860339507e+16,2138454764763229.5,1.5224506636597693e+18,1.0969972393653451e+17,3594714962790072.5,1894941357463721.2
2013-02-10,2013-02-10,3.618996923299955e+22,2.089038091337634e+20,4635118242957131.0,3.1180590369726892e+16,2134597404961039.0,1.512407054496406e+18,1.100760196650484e+17,3590459950278335.5,1894501652656207.2
2013-02-11,2013-02-11,3.617676268073374e+22,2.0524699099684202e+20,4845211422382727.0,3.1100886647695916e+16,2130765556255161.5,1.502417970554473e+18,1.1045309305298234e+17,3586283629458191.0,1894097227139451.8
2013-02-12,2013-02-12,3.6163383365731155e+22,2.0094166301094425e+20,5078418300828258.0,3.102296772102941e+16,2126959222257547.5,1.4924866272861514e+18,1.10830813040546e+17,3582186798839006.5,1893728143906558.0
2013-02-13,2013-02-13,3.6149826624590482e+22,1.9636767678966222e+20,5337048517413313.0,3.0946812217289984e+16,2123178250302270.0,1.482616074686337e+18,1.1120904729639832e+17,3578170197398249.5,1893394445230052.8
2013-02-14,2013-02-14,3.613608369370341e+22,1.9191651801949556e+20,5623470037508008.0,3.087239794778257e+16,2119422363317455.2,1.472809183986002e+18,1.1158766268647973e+17,3574234506118926.0,1893096155245225.2
2013-02-15,2013-02-15,3.6122143274282835e+22,1.8793675589665682e+20,5940034917328427.0,3.0799702679462948e+16,2115691197754322.0,1.4630686425012703e+18,1.1196652546491822e+17,3570380352904966.0,1892833283023014.2
2013-02-16,2013-02-16,3.610799284612792e+22,1.847032664203378e+20,6288976722164191.0,3.072870471729369e+16,2111984338694522.2,1.4533969553748751e+18,1.1234550125866387e+17,3566608318932532.0,1892605825445631.8
2013-02-17,2013-02-17,3.6093619595731723e+22,1.8240802487139772e+20,6672274808848738.0,3.0659383265060856e+16,2108301347080423.8,1.4437964517267459e+18,1.1272445494485346e+17,3562918944843366.0,1892413769499712.5
2013-02-18,2013-02-18,3.6079010972451536e+22,1.8116371487267468e+20,7091481546165282.0,3.059171859885489e+16,2104641777970640.2,1.4342692927346706e+18,1.1310325050571066e+17,3559312735897430.0,1892257093908472.5
2013-02-19,2013-02-19,3.606415496747317e+22,1.810115700572293e+20,7547510453920505.0,3.0525692115881296e+16,2101005191288566.0,1.424817479855294e+18,1.1348175091366944e+17,3555790165854020.0,1892135770221069.8
2013-02-20,2013-02-20,3.604904023233156e+22,1.81928269707639e+20,8040386657866122.0,3.0461286322167056e+16,2097391157577353.5,1.4154428621907384e+18,1.1385981806909003e+17,3552351679761486.5,1892049763557034.2
2013-02-21,2013-02-21,3.6033656148443645e+22,1.8383014507075964e+20,8568966489831087.0,3.0398484813649924e+16,2093799261467990.8,1.4061471426247004e+18,1.1423731279105797e+17,3548997696043033.0,1891999033216836.0
2013-02-22,2013-02-22,3.6017992948204568e+22,1.8657530327395146e+20,9130640895411626.0,3.0337272295720788e+16,2090229105501983.8,1.3969318828153748e+18,1.1461409484502958e+17,3545728608377591.0,1891983533358272.2
2013-02-23,2013-02-23,3.60020419728141e+22,1.8996600383686338e+20,9721047518046928.0,3.027763467591328e+16,2086680316730839.0,1.387798507529186e+18,1.1499002297634534e+17,3542544787929968.5,1892003213907785.5
2013-02-24,2013-02-24,3.598579612408565e+22,1.9375524581785285e+20,1.0333828068733424e+16,3.0219559248988532e+16,2083152557960325.2,1.37874830914009e+18,1.1536495490695742e+17,3539446586455639.0,1892058021813316.0
2013-02-25,2013-02-25,3.596925052220105e+22,1.9766236996925315e+20,1.0960478796153464e+16,3.0163034971488936e+16,2079645544464541.5,1.3697824533197204e+18,1.1573874724867149e+17,3536434340647608.0,1892147902644372.5
2013-02-26,2013-02-26,3.595240332302473e+22,2.0140076121840252e+20,1.1590349032692916e+16,3.0108052796557476e+16,2076159065527913.8,1.3609019869109711e+18,1.161112552937231e+17,3533508377799774.0,1892272802418023.2
2013-02-27,2013-02-27,3.5935256587761944e+22,2.047153176696962e+20,1.2210841271115408e+16,3.0054606014645616e+16,2072693008518372.0,1.3521078486519002e+18,1.164823326644978e+17,3530669022469596.5,1892432669402374.2
2013-02-28,2013-02-28,3.591781705120316e+22,2.0742007388973148e+20,1.2807851430474086e+16,3.000269052906617e+16,2069247381772219.0,1.3434008828151286e+18,1.1685183083638622e+17,3527916603419493.5,1892627455560048.5
2013-03-01,2013-03-01,3.590009662156028e+22,2.09422189808682e+20,1.3366457421807358e+16,2.995230499504762e+16,2065822331895363.2,1.334781855062469e+18,1.1721959858414728e+17,3525251459828056.0,1892857117282957.5
2013-03-02,2013-03-02,3.588211247803708e+22,2.1072183175806193e+20,1.3871819913821284e+16,2.990345077122173e+16,2062418151584100.0,1.3262514691212513e+18,1.1758548143060195e+17,3522673945719026.0,1893121615159105.0
2013-03-03,2013-03-03,3.5863886706474456e+22,2.1138741304415086e+20,1.4310209547982592e+16,2.985613166893647e+16,2059035275734837.0,1.3178103825385551e+18,1.179493211852269e+17,3520184431812864.0,1893420912684310.2
2013-03-04,2013-03-04,3.5845445500127874e+22,2.1151600370802475e+20,1.4670033271585554e+16,2.9810353523171588e+16,2055674265818705.0,1.3094592199115423e+18,1.1831095564561147e+17,3517783304469363.5,1893754974022136.5
2013-03-05,2013-03-05,3.5826818015142884e+22,2.1119333376691054e+20,1.4942713714950006e+16,2.976612363301533e+16,2052335784293865.0,1.3011985825222065e+18,1.1867021850542694e+17,3515470961858168.5,1894123761048536.8
2013-03-06,2013-03-06,3.5808034988419025e+22,2.104656946957831e+20,1.5123289502514198e+16,2.9723450122742892e+16,2049020561570030.8,1.2930290539074565e+18,1.1902693948470213e+17,3513247807779724.0,1894527229958816.8
2013-03-07,2013-03-07,3.5789127213048547e+22,2.0933059562151028e+20,1.5210650687986474e+16,2.9682341265134436e+16,2045729357913654.8,1.2849512012833213e+18,1.1938094468253731e+17,3511114243640439.5,1894965327696873.0
2013-03-08,2013-03-08,3.5770123958623647e+22,2.0774760507188675e+20,1.5207390317372386e+16,2.9642804803707156e+16,2042462922518531.8,1.2769655728769728e+18,1.1973205714577419e+17,3509070659109403.5,1895437988459299.5
2013-03-09,2013-03-09,3.5751051446606994e+22,2.0566604800368453e+20,1.5119321383827216e+16,2.9604847320697496e+16,2039221952510042.0,1.269072691337743e+18,1.2008009763552765e+17,3507117422127125.0,1895945130570369.0
2013-03-10,2013-03-10,3.5731931534997387e+22,2.0306145997597993e+20,1.4954759522652022e+16,2.9568473716655364e+16,2036007055806905.2,1.26127304376968e+18,1.2042488554617557e+17,3505254869222138.5,1896486654083895.2
2013-03-11,2013-03-11,3.571278079106401e+22,1.999688095623171e+20,1.4723694602683208e+16,2.9533686876103124e+16,2032818722589718.2,1.253567069585423e+18,1.2076623989340344e+17,3503483297337846.0,1897062439460609.8
2013-03-12,2013-03-12,3.569361009590691e+22,1.965004057413951e+20,1.4436968284896432e+16,2.950048757478836e+16,2029657309545107.2,1.245955148035857e+18,1.2110398025906352e+17,3501802958325928.0,1897672347531014.5
2013-03-13,2013-03-13,3.5674424824460695e+22,1.9284208292216822e+20,1.4105547591123512e+16,2.9468874637219708e+16,2026523038759255.8,1.23843758750966e+18,1.2143792758181173e+17,3500214056806771.0,1898316220702265.2
2013-03-14,2013-03-14,3.5655225515954238e+22,1.892303808406409e+20,1.3739948242116522e+16,2.9438845296540628e+16,2023416009900618.8,1.231014618294687e+18,1.217679047195395e+17,3498716751361851.5,1898993885100827.2
2013-03-15,2013-03-15,3.5636008848092517e+22,1.8592073204026085e+20,1.3349826579340674e+16,2.9410395667116908e+16,2020336221528245.0,1.2236863895762652e+18,1.2209373676852784e+17,3497311158308079.5,1899705153174995.0
2013-03-16,2013-03-16,3.5616768692526747e+22,1.8315757959186203e+20,1.2943731963201684e+16,2.9383521229479536e+16,2017283596082357.8,1.2164529704004196e+18,1.2241525118062603e+17,3495997356890600.0,1900449826273112.0
2013-03-17,2013-03-17,3.559749706312151e+22,1.8115302841904464e+20,1.2528994974739378e+16,2.9358217246967324e+16,2014258003607591.5,1.2093143535527585e+18,1.2273227775338506e+17,3494775394723578.5,1901227696843983.5
2013-03-18,2013-03-18,3.557818484498703e+22,1.800747246976204e+20,1.211171964817198e+16,2.933447907007673e+16,2011259280959747.5,1.2022704609944105e+18,1.2304464857281218e+17,3493645292619424.0,1902038550100186.2
2013-03-19,2013-03-19,3.5558822275899036e+22,1.8003990329030328e+20,1.1696847820739752e+16,2.9312302322182932e+16,2008287245296481.5,1.1953211496204608e+18,1.2335219797076973e+17,3492607048390839.0,1902882165165125.8
2013-03-20,2013-03-20,3.5539399216496965e+22,1.8111165761168667e+20,1.1288267700492586e+16,2.929168298798524e+16,2005341702350514.2,1.1884662164788948e+18,1.2365476253155314e+17,3491660639615737.5,1903758315844375.5
2013-03-21,2013-03-21,3.551990528344693e+22,1.8329427782169716e+20,1.088894458555896e+16,2.9272617441100412e+16,2002422451058107.2,1.1817054030201075e+18,1.2395218115522013e+17,3490806025639289.0,1904666771215340.2
2013-03-22,2013-03-22,3.5500329936374114e+22,1.8652572995223405e+20,1.0501057719087358e+16,2.9255102453073656e+16,1999529286651334.8,1.17503839832021e+18,1.2424429516372054e+17,3490043149247971.5,1905607296236022.5
2013-03-23,2013-03-23,3.5480662616177765e+22,1.906669330934479e+20,1.0126132626090172e+16,2.9239135228147184e+16,1996662004580785.0,1.1684648415207854e+18,1.245309484189744e+17,3489371938536041.0,1906579652556336.8
2013-03-24,2013-03-24,3.5460893036201025e+22,1.9549026097779733e+20,9765162567701012.0,2.9224713509562544e+16,1993820407797200.0,1.161984324002188e+18,1.2481198740679446e+17,3488792309529710.5,1907583599681520.8
2013-03-25,2013-03-25,3.5441011722894587e+22,2.0067401007221103e+20,9418715912736458.0,2.9211835801227844e+16,1991004319876113.2,1.1555963920966323e+18,1.2508726122690477e+17,3488304170114109.0,1908618896568720.0
2013-03-26,2013-03-26,3.542101086957915e+22,2.0581371709556815e+20,9087028391712904.0,2.920050173417741e+16,1988213605756092.0,1.1493005513908518e+18,1.2535662142481654e+17,3487907425621565.0,1909685303603720.0
2013-03-27,2013-03-27,3.5400885487262532e+22,2.1046090549681108e+20,8770080566702626.0,2.91907125718956e+16,1985448199999599.8,1.143096273670041e+18,1.2561992161960122e+17,3487601985986071.0,1910782584700616.0
2013-03-28,2013-03-28,3.5380634714826433e+22,2.1419074888042653e+20,8467661636748135.0,2.9182471794081744e+16,1982708139525139.2,1.1369830071000297e+18,1.2587701693199747e+17,3487387773673871.0,1911910509048045.2
2013-03-29,2013-03-29,3.536026302973049e+22,2.166833082571672e+20,8179421094706381.0,2.9175785643739936e+16,1979993594676991.2,1.1309601892907956e+18,1.2612776329211782e+17,3487264730901522.0,1913068851907563.5
2013-03-30,2013-03-30,3.5339781045032516e+22,2.1778851863338454e+20,7904909903627721.0,2.9170663496853544e+16,1977304890899022.2,1.1250272617195548e+18,1.2637201677614355e+17,3487232824327584.5,1914257393962863.2
2013-03-31,2013-03-31,3.531920563796671e+22,2.1754637894496217e+20,7643612863841594.0,2.916711793949055e+16,1974642514448565.0,1.1191836831530365e+18,1.266096331491398e+17,3487292045737462.5,1915475919042284.8
2013-04-01,2013-04-01,3.5298559321288636e+22,2.161538720041627e+20,7394973747444596.0,2.9165164510619296e+16,1972007099459657.2,1.1134289396703959e+18,1.2684046775484486e+17,3487442408195231.0,1916724210476465.2
2013-04-02,2013-04-02,3.5277868970624548e+22,2.138955664579881e+20,7158414613431534.0,2.9164821158951444e+16,1969399398616164.8,1.1077625497313606e+18,1.2706437580509205e+17,3487683938310000.5,1918002046710784.2
2013-04-03,2013-04-03,3.5257164166343623e+22,2.110677977033059e+20,6933350509068293.0,2.916610752723763e+16,1966820243448485.2,1.1021840640516806e+18,1.2728121302262448e+17,3488016666123750.5,1919309196910960.2
2013-04-04,2013-04-04,3.5236475440927947e+22,2.0792136160445166e+20,6719200541866956.0,2.9169044192231296e+16,1964270501344933.8,1.0966930612076522e+18,1.274908365253865e+17,3488440614345405.0,1920645417161673.2
2013-04-05,2013-04-05,3.5215832654738e+22,2.046334470385204e+20,6515396101995466.0,2.9173651958158452e+16,1961751034935917.0,1.0912891404414616e+18,1.2769310582714613e+17,3488955788296598.5,1922010447583779.8
2013-04-06,2013-04-06,3.5195263618074383e+22,2.0130709815468537e+20,6321386847896108.0,2.917995125442707e+16,1959262667040332.5,1.0859719130610822e+18,1.2788788385479854e+17,3489562167353712.0,1923404010448283.5
2013-04-07,2013-04-07,3.5174792999535838e+22,1.9799020837845595e+20,6136644941844847.0,2.918796165352469e+16,1956806152430137.0,1.080740993446983e+18,1.280750379168333e+17,3490259698224691.5,1924825809237738.0
2013-04-08,2013-04-08,3.515444153233569e+22,1.947043519277198e+20,5960667927876682.0,2.9197701513080084e+16,1954382156888363.0,1.0755959903536392e+18,1.2825444057832229e+17,3491048290209046.0,1926275528578746.2
2013-04-09,2013-04-09,3.5134225530971805e+22,1.9147412398160203e+20,5792980569008063.0,2.9209187747806384e+16,1951991243973860.2,1.0705364990656161e+18,1.2842597040427114e+17,3491927812541955.0,1927752834966113.5
2013-04-10,2013-04-10,3.511415672685054e+22,1.8834931686953655e+20,5633135896161898.0,2.9222435736954936e+16,1949633869770190.5,1.0655620949390331e+18,1.2858951253780827e+17,3492898093843422.0,1929257378163045.2
2013-04-11,2013-04-11,3.5094242407473287e+22,1.8541548390381634e+20,5480715666043811.0,2.923745936332198e+16,1947310385293011.0,1.0606723287695841e+18,1.2874495909301008e+17,3493958923510783.0,1930788793097196.0
2013-04-12,2013-04-12,3.5074485808193453e+22,1.82792711869971e+20,5335330380865773.0,2.9254271164218916e+16,1945021045347479.8,1.0558667242169765e+18,1.2889220936403485e+17,3495110054669293.5,1932346702018105.0
2013-04-13,2013-04-13,3.505488667473824e+22,1.8062599932861478e+20,5196618989409928.0,2.9272882560481736e+16,1942766021855354.8,1.0511447772328476e+18,1.2903116987551683e+17,3496351208124783.5,1933930716668784.2
2013-04-14,2013-04-14,3.5035441898700373e+22,1.7907192233658142e+20,5064248364586654.0,2.929330412129311e+16,1940545419260550.5,1.0465059571714308e+18,1.2916175431702395e+17,3497682076696607.0,1935540440256644.5
2013-04-15,2013-04-15,3.501614612866197e+22,1.7828511763990033e+20,4937912634910875.0,2.9315545821208572e+16,1938359289618063.8,1.0419497090587188e+18,1.2928388341370482e+17,3499102329354795.5,1937175469077862.5
2013-04-16,2013-04-16,3.499699227707497e+22,1.7840601218029493e+20,4817332434467848.0,2.933961725188051e+16,1936207645389816.2,1.0374754563901326e+18,1.2939748478415173e+17,3500611614737434.0,1938835393743931.0
2013-04-17,2013-04-17,3.4977971878141765e+22,1.7954946283077294e+20,4702254126530905.0,2.9365527765377096e+16,1934090468822025.2,1.0330826038521065e+18,1.295024928236139e+17,3502209563870970.0,1940519800065117.8
2013-04-18,2013-04-18,3.495907529830596e+22,1.8179300634479185e+20,4592449048270434.0,2.939328654641732e+16,1932007717904068.5,1.0287705395358765e+18,1.2959884862803424e+17,3503895792200727.0,1942228269733170.2
2013-04-19,2013-04-19,3.494029184372499e+22,1.851628678485753e+20,4487712816173402.0,2.942290263069968e+16,1929959329949196.0,1.0245386364754072e+18,1.2968649994954642e+17,3505669901269320.0,1943960380986831.8
2013-04-20,2013-04-20,3.4921609836620237e+22,1.896156335860166e+20,4387864723592507.0,2.945438490016362e+16,1927945224508771.5,1.0203862535996091e+18,1.297654011547259e+17,3507531480502968.5,1945715709436954.2
2013-04-21,2013-04-21,3.490301674902028e+22,1.9501443937174186e+20,4292747254582067.5,2.94877420950825e+16,1925965307728425.0,1.0163127363909957e+18,1.2983551314378826e+17,3509480109614569.0,1947493829199248.2
2013-04-22,2013-04-22,3.4884499503001043e+22,2.011022567396388e+20,4202225733005277.5,2.952298289489013e+16,1924019480717081.0,1.0123174177545531e+18,1.2989680317593328e+17,3511515362169732.0,1949294314443735.0
2013-04-23,2013-04-23,3.4866045069943812e+22,2.074821815890964e+20,4116188121384379.0,2.956011613546505e+16,1922107654989026.5,1.0083996198966205e+18,1.2994924453301427e+17,3513636810834478.0,1951116741381538.0
2013-04-24,2013-04-24,3.4847641491173942e+22,2.136231295149769e+20,4034544976414275.5,2.9599151233880588e+16,1920229777696108.0,1.0045586582960806e+18,1.2999281595778144e+17,3515844034517797.0,1952960690506266.5
2013-04-25,2013-04-25,3.482927934727753e+22,2.189116347723207e+20,3957229554828322.0,2.9640098855632904e+16,1918385867013267.0,1.0007938487884832e+18,1.3002750085074762e+17,3518136626852337.0,1954825748591853.8
2013-04-26,2013-04-26,3.4810953512908306e+22,2.2275699135804565e+20,3884198046807366.5,2.968297177285834e+16,1916576053499744.5,9.971045180451035e+17,1.3005328630900458e+17,3520514204366121.5,1956711509666685.5
2013-04-27,2013-04-27,3.479266481941212e+22,2.247264170328949e+20,3815429901605634.5,2.9727785752482904e+16,1914800618291899.5,9.934900163592118e+17,1.3007016220593989e+17,3522976411856702.0,1958617574169677.0
2013-04-28,2013-04-28,3.4774421139794516e+22,2.2465682889413978e+20,3750928208713505.5,2.977456024166737e+16,1913060016687639.0,9.899497302505187e+17,1.3007812057350686e+17,3525522922577855.5,1960543545894311.2
2013-04-29,2013-04-29,3.4756237510255195e+22,2.2268889796453378e+20,3690720108184204.5,2.9823318640143108e+16,1911354878346037.5,9.864830918178355e+17,1.300771555016621e+17,3528153432148420.5,1962489027038724.5
