,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2012-09-29,2012-09-29,3.5125088229620705e+22,1.9434213352768124e+20,3180269725516289.0,7.985727238759256e+16,3057464236667991.5,1.5950705150515308e+18,8.861383409523536e+16,4253257407762472.5,2133547416210967.5
2012-09-30,2012-09-30,3.5145203105383567e+22,1.9159434988603707e+20,3210063841830328.0,7.87960096853439e+16,3044317789130264.0,1.6049913052287503e+18,8.850848863925837e+16,4253124904235007.0,2132054996267421.8
2012-10-01,2012-10-01,3.516527901459138e+22,1.889052824122064e+20,3242464784495151.0,7.77597325147016e+16,3031348095769380.5,1.6149389185706173e+18,8.840716407671843e+16,4252857564297455.0,2130529167071639.2
2012-10-02,2012-10-02,3.5185312780923016e+22,1.8641369379131326e+20,3277553777961272.0,7.674772712722456e+16,3018551465168268.0,1.6249096105456643e+18,8.830986273014392e+16,4252455382408020.5,2128970456309830.0
2012-10-03,2012-10-03,3.5205304307010433e+22,1.842832687914367e+20,3315427332502229.0,7.575930701463926e+16,3005924432409865.0,1.634899457357799e+18,8.821658791102838e+16,4251918389260968.5,2127379398051677.2
2012-10-04,2012-10-04,3.522525607101856e+22,1.8268596277256667e+20,3356197872767099.0,7.479381052783474e+16,2993463750075035.0,1.6449043494855304e+18,8.812734382923744e+16,4251246656391063.0,2125756534436072.0
2012-10-05,2012-10-05,3.524517265364886e+22,1.817861803486791e+20,3399994540850861.0,7.385059895596992e+16,2981166374357300.5,1.6549199874802053e+18,8.804213548484536e+16,4250440300739561.5,2124102417058728.0
2012-10-06,2012-10-06,3.5265060358924064e+22,1.817269321876323e+20,3446964187084851.0,7.292905504576814e+16,2969029450001143.5,1.6649418793558776e+18,8.796096856428253e+16,4249499488657836.5,2122417607993958.8
2012-10-07,2012-10-07,3.528492696718701e+22,1.826173620885929e+20,3497272564138480.0,7.2028581872166856e+16,2957050297797482.0,1.6749653386153242e+18,8.788384935808947e+16,4248424439060642.5,2120702680489412.0
2012-10-08,2012-10-08,3.5304781614238054e+22,1.8452027007222258e+20,3551105740823404.5,7.114860190771212e+16,2945226407231382.5,1.6849854819764393e+18,8.781078470639893e+16,4247215425813918.0,2118958219483716.8
2012-10-09,2012-10-09,3.5324634743615064e+22,1.874380772015376e+20,3608671751737161.0,7.028855611226252e+16,2933555434852630.0,1.6949972262406735e+18,8.774178196433514e+16,4245872779805472.0,2117184822162844.2
2012-10-10,2012-10-10,3.534449804664156e+22,1.9129605121628697e+20,3670202498565541.5,6.944790288125011e+16,2922035206907196.5,1.7049952843049818e+18,8.767684896819803e+16,4244396891372608.0,2115383098773594.2
2012-10-11,2012-10-11,3.5364384283351495e+22,1.959234111970866e+20,3735955918331227.5,6.862611672132477e+16,2910663723093426.5,1.714974160912609e+18,8.761599397521992e+16,4242788213870638.5,2113553673879694.8
2012-10-12,2012-10-12,3.538430685256867e+22,2.0103720149928218e+20,3806218431501725.0,6.782268655164849e+16,2899439156397353.0,1.7249281494812099e+18,8.755922554151437e+16,4241047269237241.0,2111697188189714.8
2012-10-13,2012-10-13,3.5404278961426194e+22,2.0623998841674875e+20,3881307677931516.5,6.70371135988988e+16,2888359841345015.5,1.734851332430214e+18,8.750655229595624e+16,4239174656323228.5,2109814300948404.2
2012-10-14,2012-10-14,3.5424312283981897e+22,2.110465253769905e+20,3961575543959606.0,6.62689090260663e+16,2877424241102338.0,1.7447375885499697e+18,8.745798257462262e+16,4237171062169402.5,2107905692584818.0
2012-10-15,2012-10-15,3.5444415148876307e+22,2.1494986467049134e+20,4047411485822884.0,6.551759170134898e+16,2866630885901496.0,1.7545806110723302e+18,8.741352391693374e+16,4235037275067621.5,2105972066886268.0
2012-10-16,2012-10-16,3.5464590541278537e+22,2.1751996371293284e+20,4139246167159103.0,6.4782686737180904e+16,2855978283612388.5,1.7643739380907878e+18,8.73731824903523e+16,4232774196514464.0,2104014151647098.0
2012-10-17,2012-10-17,3.548483442662257e+22,2.1850425595272823e+20,4237555447785613.5,6.406372541146846e+16,2845464816007809.5,1.7741109928298296e+18,8.73369625766055e+16,4230382848073625.5,2102032696840990.5
2012-10-18,2012-10-18,3.5505134942762454e+22,2.1788769605469202e+20,4342864773506591.5,6.3360246724396824e+16,2835088644823381.0,1.7837851267421688e+18,8.730486627422818e+16,4227864369759193.0,2100028470019338.8
2012-10-19,2012-10-19,3.552547278339829e+22,2.1588373747957088e+20,4455754005532562.0,6.267180026894384e+16,2824847652818463.0,1.7933896562171356e+18,8.727689352232973e+16,4225220008994965.5,2098002249610349.5
2012-10-20,2012-10-20,3.554582269429863e+22,2.128614566531033e+20,4576862683912970.0,6.199794960172582e+16,2814739434414650.5,1.8029178855070538e+18,8.725304244540283e+16,4222451102391879.0,2095954817570677.5
2012-10-21,2012-10-21,3.556615563627847e+22,2.092433186622913e+20,4706895646285443.0,6.133827517080439e+16,2804761333291629.5,1.8123631135606116e+18,8.723330991360234e+16,4219559054796653.0,2093886952980057.0
2012-10-22,2012-10-22,3.558644102964604e+22,2.0541402104803112e+20,4846628833935303.0,6.069237614390111e+16,2794910509947234.0,1.8217186279483023e+18,8.721769216328035e+16,4216545320165019.5,2091799427622068.8
2012-10-23,2012-10-23,3.5606648626370648e+22,2.0166515956283893e+20,4996915019689276.0,6.005987098416359e+16,2785184017705544.5,1.830977692076862e+18,8.720618534664656e+16,4213411387041506.0,2089693003736025.0
2012-10-24,2012-10-24,3.562674983262674e+22,1.9817896857357333e+20,5158689078540901.0,5.944039704179215e+16,2775578871095173.0,1.8401335314641674e+18,8.719878594822234e+16,4210158769109446.5,2087568433460029.2
2012-10-25,2012-10-25,3.564671854201139e+22,1.9504050324827125e+20,5332972266979984.0,5.883360958521787e+16,2766092100138055.0,1.8491793223154307e+18,8.719549107058411e+16,4206788999743712.5,2085426459283419.0
2012-10-26,2012-10-26,3.5666531632718073e+22,1.922644242818328e+20,5520874747402812.0,5.8239180610733576e+16,2756720791386888.0,1.8581081831923412e+18,8.71962986216014e+16,4203303629197969.0,2083267814997071.0
2012-10-27,2012-10-27,3.5686169252237844e+22,1.8982578362316023e+20,5723595258370746.0,5.765679760243836e+16,2747462118908419.0,1.8669131694687954e+18,8.720120743247363e+16,4199704223505925.5,2081093226891668.0
2012-10-28,2012-10-28,3.5705614951074125e+22,1.876886207100655e+20,5942416362942326.0,5.7086162302133704e+16,2738313367532304.0,1.8755872702965443e+18,8.72102173225156e+16,4195992364643868.0,2078903415102357.2
2012-10-29,2012-10-29,3.572485569624347e+22,1.8582908029675592e+20,6178693076615495.0,5.652698951762211e+16,2729271949542349.5,1.8841234080553408e+18,8.722332911967058e+16,4192169651665242.5,2076699095025229.5
2012-10-30,2012-10-30,3.574388179429117e+22,1.8425118481869845e+20,6433831846716640.0,5.5979005997229624e+16,2720335415818792.0,1.8925144402429473e+18,8.724054464554976e+16,4188237702520871.0,2074480978732535.5
2012-10-31,2012-10-31,3.5762686750588372e+22,1.82994399522277e+20,6709255785573790.0,5.544194938523201e+16,2711501462562563.0,1.900753163648916e+18,8.726186667300098e+16,4184198156334758.5,2072249776341449.0
2012-11-01,2012-11-01,3.578126707748052e+22,1.8213327050586033e+20,7006350726022289.0,5.491556725615267e+16,2702767934340695.0,1.9088323207297334e+18,8.728729886079467e+16,4180052676000861.0,2070006197313419.2
2012-11-02,2012-11-02,3.579962205872025e+22,1.817704337096446e+20,7326385093544170.0,5.43996162311402e+16,2694132823680075.5,1.9167446082316275e+18,8.731684566907123e+16,4175802950953141.0,2067750951643138.8
2012-11-03,2012-11-03,3.5817753495821093e+22,1.820247671772178e+20,7670394894118078.0,5.389386120291551e+16,2685594267740488.0,1.9244826879397363e+18,8.73505122637698e+16,4171450699839921.0,2065484750870062.8
2012-11-04,2012-11-04,3.5835665485855346e+22,1.8301633805571306e+20,8039023588653042.0,5.339807470281811e+16,2677150543721225.0,1.9320391989550735e+18,8.738830442330355e+16,4166997672795846.0,2063208308874498.8
2012-11-05,2012-11-05,3.5853364276784108e+22,1.8484924864220886e+20,8432305835732800.0,5.291203641042756e+16,2668800065429889.5,1.9394067705653204e+18,8.74302284581527e+16,4162445653208764.0,2060922342513086.2
2012-11-06,2012-11-06,3.5870858208541508e+22,1.87592587937651e+20,8849385054561887.0,5.24355327541118e+16,2660541382909349.0,1.9465780349795666e+18,8.74762911429866e+16,4157796459226469.0,2058627572239530.2
2012-11-07,2012-11-07,3.588815770134826e+22,1.9125864129398823e+20,9288159130548966.0,5.196835651706013e+16,2652373185497781.0,1.9535456398352364e+18,8.752649964858502e+16,4153051945504916.5,2056324722880649.0
2012-11-08,2012-11-08,3.590527522087418e+22,1.957771845665336e+20,9744858694692392.0,5.151030635698225e+16,2644294307252531.0,1.9603022610464456e+18,8.758086145297763e+16,4148214005781903.0,2054014524707194.5
2012-11-09,2012-11-09,3.5922225121758032e+22,2.0096677939235727e+20,1.0213581044771484e+16,5.1061186143145576e+16,2636303732460569.5,1.9668406171861281e+18,8.76393842048964e+16,4143284576893833.5,2051697714899735.8
2012-11-10,2012-11-10,3.593902322084114e+22,2.0650991063707304e+20,1.0685832265859468e+16,5.062080399761714e+16,2628400596872646.0,1.9731534875730762e+18,8.770207550305611e+16,4138265644884647.0,2049375039441983.5
2012-11-11,2012-11-11,3.595568589807242e+22,2.119474285909185e+20,1.1150170273934258e+16,5.018897094543381e+16,2620584176887238.0,1.979233737617387e+18,8.77689425495786e+16,4133159253569896.5,2047047255269401.5
2012-11-12,2012-11-12,3.5972228550895283e+22,2.167131710906544e+20,1.1592086308177564e+16,4.976549920498605e+16,2612853856365273.5,1.9850743556568253e+18,8.783999165664176e+16,4127967514862039.5,2044715132103815.2
2012-11-13,2012-11-13,3.5988663422516424e+22,2.2022230327967056e+20,1.1994296028957398e+16,4.9350200395922824e+16,2605209063378265.0,1.9906685036416955e+18,8.791522764711342e+16,4122692618392157.0,2042379452985274.0
2012-11-14,2012-11-14,3.6004997159942105e+22,2.2200166687597507e+20,1.2337606754143842e+16,4.894288418707917e+16,2597649179320443.5,1.9960095788701404e+18,8.799465327439386e+16,4117336836438045.0,2040041012437373.0
2012-11-15,2012-11-15,3.602122875815009e+22,2.2181780928087373e+20,1.2602452352605374e+16,4.854335795694323e+16,2590173437143175.0,2.001091277480306e+18,8.807826884158238e+16,4111902520268636.0,2037700611755543.8
2012-11-16,2012-11-16,3.6037348586692008e+22,2.1974456246598674e+20,1.2771023547166666e+16,4.815142777901017e+16,2582780835612460.0,2.0059076465910339e+18,8.816607217369954e+16,4106392086377204.0,2035359051968321.0
2012-11-17,2012-11-17,3.6053338878575414e+22,2.1613551336556747e+20,1.282969223474957e+16,4.776690056155614e+16,2575470094742045.5,2.0104531140907796e+18,8.825805898358475e+16,4100807994796465.0,2033017126040678.0
2012-11-18,2012-11-18,3.606917552773542e+22,2.1151604480946874e+20,1.2771216648979092e+16,4.738958672691823e+16,2568239663227368.0,2.0147224927333018e+18,8.835422352794414e+16,4095152724706819.5,2030675612238439.5
2012-11-19,2012-11-19,3.608483058724574e+22,2.0644721619094382e+20,1.2596139938633958e+16,4.701930266408023e+16,2561087769513039.0,2.0187109642378056e+18,8.84545593563355e+16,4089428753104590.5,2028335270026747.2
2012-11-20,2012-11-20,3.6100274730246685e+22,2.0141548735503693e+20,1.231294489498309e+16,4.665587239657738e+16,2554012494850643.5,2.022414054465838e+18,8.855905996118214e+16,4083638540229042.5,2025996838784682.0
2012-11-21,2012-11-21,3.6115479152669497e+22,1.9677507569493862e+20,1.193687762102272e+16,4.6299128314033704e+16,2547011845543289.0,2.025827610151492e+18,8.866771922369118e+16,4077784522247512.0,2023661038644062.8
2012-11-22,2012-11-22,3.613041676982484e+22,1.9273937638487887e+20,1.1487755030326796e+16,4.59489111666718e+16,2540083810349660.5,2.0289477828421202e+18,8.878053165448622e+16,4071869109292970.5,2021328572379796.0
2012-11-23,2012-11-23,3.6145062847732316e+22,1.894022627856063e+20,1.098733883691613e+16,4.5605069656551256e+16,2533226400149450.5,2.031771020529934e+18,8.889749248986213e+16,4065894686311147.5,2019000127495435.8
2012-11-24,2012-11-24,3.615939529966217e+22,1.8677027852441053e+20,1.0456887240008062e+16,4.52674598944901e+16,2526437673839965.5,2.0342940647387784e+18,8.901859771010877e+16,4059863614899502.5,2016676378104132.0
2012-11-25,2012-11-25,3.61733948197536e+22,1.847944541771323e+20,9915316255935572.0,4.493594485687427e+16,2519715755598315.0,2.0365139507284736e+18,8.914384402114622e+16,4053778235335264.0,2014357986542541.2
2012-11-26,2012-11-26,3.6187044939764347e+22,1.8339787830006098e+20,9378137898080810.0,4.461039388426613e+16,2513058846941066.5,2.0384280093960591e+18,8.927322881751669e+16,4047640868572001.5,2012045604768159.5
2012-11-27,2012-11-27,3.620033205281263e+22,1.8249884919455308e+20,8857114750083089.0,4.429068223442795e+16,2506465235582272.0,2.0400338700526397e+18,8.94067501354619e+16,4041453818136536.5,2009739875588243.2
2012-11-28,2012-11-28,3.621324543706983e+22,1.8202984718221394e+20,8360442482702726.0,4.397669069510143e+16,2499933302691635.0,2.0413294634371694e+18,8.954440660145973e+16,4035219371927582.5,2007441433775018.8
2012-11-29,2012-11-29,3.6225777293023668e+22,1.819516568005745e+20,7893242263756291.0,4.3668305244095496e+16,2493461529726704.5,2.0423130246281582e+18,8.96861973753642e+16,4028939804053687.5,2005150907142761.5
2012-11-30,2012-11-30,3.6237922776615353e+22,1.8226136832782523e+20,7458178476391108.0,4.336541672705871e+16,2487048504953027.0,2.0429830960310687e+18,8.983212208094205e+16,4022617376906366.0,2002868917640841.8
2012-12-01,2012-12-01,3.6249679998473692e+22,1.829932559313178e+20,7056074984819631.0,4.306792053046174e+16,2480692928849862.5,2.043338530874189e+18,8.998218071772667e+16,4016254343521170.5,2000596082447710.2
2012-12-02,2012-12-02,3.6261049982846295e+22,1.8421239484193777e+20,6686459068352342.0,4.277571625579127e+16,2474393617814919.5,2.043378497328989e+18,9.01363735563421e+16,4009852950070976.5,1998333015004679.0
2012-12-03,2012-12-03,3.6272036613387324e+22,1.8600180148561127e+20,6348004242236337.0,4.2488707419314504e+16,2468149506704841.5,2.0431024828429821e+18,9.029470102513995e+16,4003415438309640.5,1996080325960585.2
2012-12-04,2012-12-04,3.628264659856282e+22,1.8844435527677723e+20,6038869663132170.0,4.2206801189675464e+16,2461959651506627.0,2.042510298164626e+18,9.045716359202624e+16,3996944047984543.0,1993838624075113.8
2012-12-05,2012-12-05,3.6292889461250075e+22,1.9160046846536663e+20,5756947629490991.0,4.192990814599308e+16,2455823233054303.0,2.0416020809870234e+18,9.06237616353273e+16,3990441019460867.0,1991608517170420.0
2012-12-06,2012-12-06,3.6302777524103066e+22,1.954816272082377e+20,5500035981837885.0,4.165794201907618e+16,2449739561731742.0,2.0403782996943206e+18,9.079449529020854e+16,3983908596869483.0,1989390613201489.8
2012-12-07,2012-12-07,3.6312325842355693e+22,2.000197219301388e+20,5265952584289708.0,4.139081937149687e+16,2443708082384520.0,2.0388397580510103e+18,9.096936425387291e+16,3977349032065330.0,1987185521480162.2
2012-12-08,2012-12-08,3.6321552006272466e+22,2.0503447403162596e+20,5052607059780038.0,4.112845915510876e+16,2437728377871769.0,2.0369876021332751e+18,9.114836752682195e+16,3970764589706106.5,1984993854060588.0
2012-12-09,2012-12-09,3.6330475667406155e+22,2.1020754326781565e+20,4858042108570092.0,4.087078205022057e+16,2431800167539900.5,2.034823331713133e+18,9.133150305855941e+16,3964157553695779.0,1982816227198669.0
2012-12-10,2012-12-10,3.633911756843675e+22,2.150802701813816e+20,4680453899189601.0,4.0617709482253064e+16,2425923293361288.0,2.0323488190198817e+18,9.151876727143317e+16,3957530234663634.0,1980653262537468.8
2012-12-11,2012-12-11,3.6347497882387053e+22,2.1909580892180686e+20,4518198562805806.0,4.036916229865139e+16,2420097684404863.5,2.029566336625293e+18,9.17101544790785e+16,3950884976862308.5,1978505587303773.5
2012-12-12,2012-12-12,3.635563388504295e+22,2.2169626784158682e+20,4369789857248961.5,4.012505928642217e+16,2414323293841803.0,2.0264785920104604e+18,9.190565629528742e+16,3944224161435831.5,1976373832614215.2
2012-12-13,2012-12-13,3.6363537351153356e+22,2.2245802728642963e+20,4233891565204133.5,3.988531592540738e+16,2408600013166707.5,2.0230887604868434e+18,9.21052612030692e+16,3937550202642421.5,1974258629310755.8
2012-12-14,2012-12-14,3.637121237583328e+22,2.2121662179596793e+20,4109307066167407.5,3.9649843845806696e+16,2402927581332202.5,2.0194005042836567e+18,9.230895446074902e+16,3930865535228203.0,1972160601612622.2
2012-12-15,2012-12-15,3.6378654339790704e+22,2.1812286568571988e+20,3994967686191121.0,3.9418551288087656e+16,2397305513835164.5,2.0154179673373302e+18,9.251671843140691e+16,3924172594361057.5,1970080359882137.2
2012-12-16,2012-12-16,3.63858503826334e+22,2.1360068956181207e+20,3889920820020148.0,3.919134450432986e+16,2391733072445562.5,2.01114574287735e+18,9.27285332686981e+16,3917473792658286.5,1968018494337253.2
2012-12-17,2012-12-17,3.63927811921474e+22,2.0822815753168722e+20,3793318397008005.5,3.896812968655222e+16,2386209281496244.5,2.0065888204477158e+18,9.294437776088843e+16,3910771499980592.0,1965975571224030.5
2012-12-18,2012-12-18,3.6399423470983046e+22,2.0259839802892376e+20,3704405993199623.0,3.8748814858321704e+16,2380732979707593.0,2.001752525151987e+18,9.316423010023782e+16,3904068030156833.0,1963952131961068.2
2012-12-19,2012-12-19,3.640575233804451e+22,1.97213674493962e+20,3622512739715897.5,3.853331128519135e+16,2375302886733163.0,1.9966424616283686e+18,9.33880684175625e+16,3897365635682569.5,1961948694682605.2
2012-12-20,2012-12-20,3.6411743157951362e+22,1.9243499629447777e+20,3547042098558594.0,3.83215342407281e+16,2369917664884919.5,1.991264469821088e+18,9.361587104543098e+16,3890666508608512.0,1959965757019339.2
2012-12-21,2012-12-21,3.641737266434195e+22,1.8847919391451018e+20,3477463532000843.5,3.8113403226652744e+16,2364575965433702.5,1.9856245931107612e+18,9.384761657199643e+16,3883972784658909.0,1958003799035723.0
2012-12-22,2012-12-22,3.6422619520478808e+22,1.8544204448386895e+20,3413305057228191.5,3.7908841864949144e+16,2359276458474485.5,1.979729055393083e+18,9.408328378017694e+16,3877286548111995.0,1956063285721755.8
2012-12-23,2012-12-23,3.642746454668563e+22,1.8332860620316292e+20,3354146647676782.0,3.770777765747217e+16,2354017850631765.5,1.9735842430865206e+18,9.43228515460011e+16,3870609836174531.5,1954144668908848.0
2012-12-24,2012-12-24,3.6431890795004097e+22,1.8208091902412843e+20,3299614420291481.0,3.75101417278684e+16,2348798895495268.0,1.9671966893017116e+18,9.45662987341649e+16,3863944642529960.5,1952248388717461.8
2012-12-25,2012-12-25,3.6435883578080597e+22,1.8160092268948826e+20,3249375537046737.5,3.731586859749705e+16,2343618400317230.5,1.9605730586989952e+18,9.481360410536536e+16,3857292920144146.5,1950374874686472.2
2012-12-26,2012-12-26,3.64394305189724e+22,1.8177000317711047e+20,3203133747669295.5,3.712489601958517e+16,2338475231444677.5,1.953720132257529e+18,9.506474623989598e+16,3850656583528313.0,1948524546721727.2
2012-12-27,2012-12-27,3.6442521666770564e+22,1.824667206344555e+20,3160625503621190.5,3.693716487978041e+16,2333368320453155.0,1.9466447916619387e+18,9.531970347401334e+16,3844037510764615.0,1946697816002935.8
2012-12-28,2012-12-28,3.6445149689199236e+22,1.8358291545460385e+20,3121616577533024.5,3.675261914914244e+16,2328296672144351.5,1.9393540036195812e+18,9.55784538359393e+16,3837437545687240.5,1944895085971816.0
2012-12-29,2012-12-29,3.644731011168762e+22,1.8503704827165593e+20,3085899127137946.5,3.657120585601522e+16,2323259374268082.0,1.9318548049225805e+18,9.584097496344226e+16,3830858500537404.5,1943116753455967.8
2012-12-30,2012-12-30,3.6449001552608714e+22,1.867829113718174e+20,3053289149348757.5,3.639287504306732e+16,2318255607831476.5,1.9241542890750152e+18,9.610724398976614e+16,3824302159180555.0,1941363209896547.2
2012-12-31,2012-12-31,3.645022591876269e+22,1.8881178946439958e+20,3023624278084234.5,3.621757969341717e+16,2313284656856831.0,1.9162595948846385e+18,9.637723739417318e+16,3817770280777199.0,1939634842607932.5
2013-01-01,2013-01-01,3.6450988550748767e+22,1.911466791021124e+20,2996761886920478.5,3.604527562565729e+16,2308345917107210.5,1.9081778970462764e+18,9.665093081823416e+16,3811264603774455.0,1937932036017807.8
2013-01-02,2013-01-02,3.6451298315292308e+22,1.938281695328789e+20,2972577463235888.5,3.5875921357744868e+16,2303438903699354.0,1.89991639872687e+18,9.692829884675282e+16,3804786850169592.5,1936255172866819.2
2013-01-03,2013-01-03,3.6451167629742057e+22,1.9689268530637754e+20,2950963224689704.0,3.5709477930853372e+16,2298563257325468.5,1.8914823263220378e+18,9.720931474883694e+16,3798338730033187.0,1934604635344984.0
2013-01-04,2013-01-04,3.6450612393478185e+22,2.0034466837408455e+20,2931826952884358.0,3.554590867981618e+16,2293718748475815.0,1.8828829265909038e+18,9.749395017485598e+16,3791921946234170.0,1932980806119774.2
2013-01-05,2013-01-05,3.6449651797229876e+22,2.0412529147126455e+20,2915091022982293.0,3.538517893518877e+16,2288905278964213.5,1.8741254663611569e+18,9.77821748052284e+16,3785538199289606.0,1931384069202183.5
2013-01-06,2013-01-06,3.644830795854726e+22,2.0808257451795084e+20,2900691610474732.5,3.5227255627384884e+16,2284122879597972.0,1.8652172352252093e+18,9.807395594284482e+16,3779189192271953.0,1929814810577585.2
2013-01-07,2013-01-07,3.6446605270716313e+22,2.119520213514779e+20,2888578056611386.5,3.507210673352923e+16,2279371701115154.5,1.8561655519863355e+18,9.836925803993499e+16,3772876635522837.0,1928273418424298.5
2013-01-08,2013-01-08,3.644456929322405e+22,2.153614520722883e+20,2878712374592415.5,3.4919700495868756e+16,2274651993033772.5,1.846977775185589e+18,9.866804217155896e+16,3766602250304848.0,1926760282540448.8
2013-01-09,2013-01-09,3.644222504858676e+22,2.178737077068757e+20,2871068883959249.5,3.4770004395077268e+16,2269964064380009.5,1.8376613160074153e+18,9.897026552132304e+16,3760367769651303.0,1925275792444578.0
2013-01-10,2013-01-10,3.643959478867032e+22,2.1907062288375982e+20,2865633973112477.0,3.4622983993886236e+16,2265308224184608.0,1.828223648664815e+18,9.92758810082995e+16,3754174934260455.5,1923820333747297.2
2013-01-11,2013-01-11,3.643669559848916e+22,2.1866067148172555e+20,2862406006191647.5,3.44786019152057e+16,2260684708135321.0,1.818672311041021e+18,9.958483720847701e+16,3748025482076502.0,1922394282921444.2
2013-01-12,2013-01-12,3.6433537440116787e+22,2.1657154272923546e+20,2861395402442788.5,3.4336817279165936e+16,2256093606735564.5,1.809014889259705e+18,9.989707866881163e+16,3741921132265488.0,1920998001338190.2
2013-01-13,2013-01-13,3.643012222126764e+22,2.1298552675843414e+20,2862624916267011.0,3.4197585825410412e+16,2251534813786902.5,1.7992589845216806e+18,1.0021254658656778e+17,3735863566660816.5,1919631829952036.8
2013-01-14,2013-01-14,3.642644416215442e+22,2.082992081982303e+20,2866130133875380.5,3.4060860718833324e+16,2247008008749120.2,1.7894121669265887e+18,1.0053117969249834e+17,3729854413035549.5,1918296085945277.5
2013-01-15,2013-01-15,3.642249128180988e+22,2.0302662460224992e+20,2871960185550686.5,3.3926593798459212e+16,2242512674737790.2,1.779481925565996e+18,1.0085291511004693e+17,3723895233904367.5,1916991061964574.5
2013-01-16,2013-01-16,3.641824747629094e+22,1.9768940617114373e+20,2880178661777676.5,3.3794736908366e+16,2238048142034661.2,1.76947562449007e+18,1.011776889989567e+17,3717987522346112.0,1915717027672183.0
2013-01-17,2013-01-17,3.6413694584059786e+22,1.9273347309063193e+20,2890864723589294.5,3.3665242996389116e+16,2233613641105018.0,1.7594004705010156e+18,1.0150543690107842e+17,3712132703863748.5,1914474232682413.8
2013-01-18,2013-01-18,3.640881401573119e+22,1.8848841224545724e+20,2904114410933025.5,3.353806682679981e+16,2229208350996788.0,1.749263493658492e+18,1.018360938208727e+17,3706332141825167.5,1913262909830263.5
2013-01-19,2013-01-19,3.6403587810510454e+22,1.8516301189158142e+20,2920042170356816.0,3.3413165321257444e+16,2224831435649662.5,1.7390715376694182e+18,1.0216959413713123e+17,3700587143975278.5,1912083278036483.2
2013-01-20,2013-01-20,3.6397999202503175e+22,1.828605967010862e+20,2938782637559930.0,3.3290497638363384e+16,2220482067327384.2,1.7288312561706657e+18,1.0250587144458016e+17,3694898968388103.0,1910935544486752.5
2013-01-21,2013-01-21,3.6392032866670735e+22,1.8159979303280473e+20,2960492718681758.0,3.3170025115073372e+16,2216159440118849.0,1.718549111654301e+18,1.0284485839140202e+17,3689268828229006.5,1909819906170355.5
2013-01-22,2013-01-22,3.6385675002309576e+22,1.8133316752607687e+20,2985354018644933.0,3.305171116222997e+16,2211862777243971.8,1.7082313750791316e+18,1.0318648654433589e+17,3683697895332402.5,1908736550956836.0
2013-01-23,2013-01-23,3.6378913372959452e+22,1.8196211849538345e+20,3013575668867176.0,3.2935521173456292e+16,2207591335412907.8,1.6978841252016072e+18,1.035306862911656e+17,3678187302873020.0,1907685658407472.5
2013-01-24,2013-01-24,3.637173739268933e+22,1.8334943345256815e+20,3045397611822864.5,3.2821422485612828e+16,2203344408961858.2,1.6875132472931535e+18,1.0387738677690563e+17,3672738147532164.5,1906667400510242.8
2013-01-25,2013-01-25,3.6364138322765015e+22,1.8533163080873882e+20,3081094405590880.5,3.2709384411229116e+16,2199121336004676.5,1.6771244314572826e+18,1.0422651585747189e+17,3667351491649535.5,1905681942510428.8
2013-01-26,2013-01-26,3.6356109604094195e+22,1.8773280303712515e+20,3120979616296147.5,3.259937834093213e+16,2194921507972446.5,1.6667231712628536e+18,1.0457800004396226e+17,3662028365852750.5,1904729443958463.8
2013-01-27,2013-01-27,3.6347647304166132e+22,1.9038075117698613e+20,3165410869637272.0,3.2491377891600956e+16,2190744382658477.5,1.6563147636719798e+18,1.0493176440761784e+17,3656769772509005.5,1903810060008045.8
2013-01-28,2013-01-28,3.6338750621848814e+22,1.9312459771724245e+20,3214795634399672.0,3.238535906339662e+16,2186589499742934.0,1.645904311147158e+18,1.0528773242165496e+17,3651576690099927.5,1902923942905363.0
2013-01-29,2013-01-29,3.6329422379641953e+22,1.958508130803805e+20,3269597810187079.5,3.228130036826609e+16,2182456497137963.8,1.6354967264906813e+18,1.0564582572692256e+17,3646450078393537.5,1902071243548737.8
2013-01-30,2013-01-30,3.6319669433430733e+22,1.9849272369754866e+20,3330345186260839.5,3.2179182897785936e+16,2178345126295441.0,1.625096740602159e+18,1.060059638188721e+17,3641390884130912.0,1901252112969301.2
2013-01-31,2013-01-31,3.6309502934293737e+22,2.0102870577499904e+20,3397637825049734.0,3.207899030411408e+16,2174255264583113.5,1.614708913004989e+18,1.0636806366307462e+17,3636400046833513.5,1900466703571356.2
2013-02-01,2013-02-01,3.6298938386873697e+22,2.034670814886834e+20,3472157398918284.0,3.1980708675835028e+16,2170186922950080.0,1.6043376446539249e+18,1.0673203925663008e+17,3631478504257276.0,1899715169974073.5
2013-02-02,2013-02-02,3.62879954696646e+22,2.058200461800338e+20,3554677467747496.5,3.188432630257997e+16,2166140247544636.2,1.5939871922373724e+18,1.0709780116108907e+17,3626627197011694.5,1898997669326941.5
2013-02-03,2013-02-03,3.6276697605673973e+22,2.080727139565608e+20,3646074621255201.5,3.178983333270619e+16,2162115514588395.5,1.5836616830888033e+18,1.0746525603454214e+17,3621847071951576.5,1898314361021517.8
2013-02-04,2013-02-04,3.626507127574232e+22,2.1015543774315692e+20,3747340314546065.0,3.1697221327080936e+16,2158113118069831.8,1.5733651299563323e+18,1.0783430618753736e+17,3617139084045293.0,1897665405750489.0
