time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-10T06:05:34.170Z,-12.6645,167.0989,223.82,4.6,mb,,111,8.292,0.78,us,us1000hstm,2018-12-06T07:27:23.040Z,"Santa Cruz Islands",earthquake,13.3,7.6,0.068,65,reviewed,us,us
2018-11-10T05:20:57.530Z,11.3805,-87.1317,10,4.6,mb,,150,1.153,0.74,us,us1000hq68,2018-12-06T07:14:22.647Z,"80km SW of Masachapa, Nicaragua",earthquake,7.7,1.9,0.059,87,reviewed,us,us
2018-11-10T03:14:33.210Z,22.7008,142.9893,158.66,4.7,mb,,106,4.436,1.28,us,us1000hq5i,2018-11-10T03:35:06.040Z,"285km SE of Iwo Jima, Japan",earthquake,11.2,8.5,0.061,81,reviewed,us,us
2018-11-10T02:31:52.190Z,37.5028,20.376,10,4.6,mb,,132,2.162,1.53,us,us1000hq57,2018-11-10T03:36:49.040Z,"46km WSW of Mouzaki, Greece",earthquake,6.6,2,0.158,12,reviewed,us,us
2018-11-10T02:13:38.940Z,37.5613,20.4555,10,4.6,mb,,131,2.076,1.41,us,us1000hq4n,2018-12-05T06:18:30.040Z,"37km WSW of Mouzaki, Greece",earthquake,3.9,2,0.172,10,reviewed,us,us
2018-11-10T01:58:46.850Z,-0.8292,123.4588,10,4.7,mb,,74,0.718,1.37,us,us1000hq4m,2018-12-05T06:04:32.040Z,"75km E of Luwuk, Indonesia",earthquake,5.8,1.9,0.117,27,reviewed,us,us
2018-11-10T00:36:51.580Z,-23.5727,-66.7764,199.29,4.5,mb,,37,1.43,0.86,us,us1000hq44,2018-11-19T01:42:46.040Z,"85km NNW of San Antonio de los Cobres, Argentina",earthquake,8.6,9.4,0.139,15,reviewed,us,us
2018-11-09T23:41:08.750Z,-11.3128,166.3151,67.1,4.8,mb,,97,6.535,0.79,us,us1000hq3a,2018-11-19T01:37:42.040Z,"84km SE of Lata, Solomon Islands",earthquake,8.8,5.2,0.047,141,reviewed,us,us
2018-11-09T23:37:51.880Z,-5.9098,128.8191,308.05,4.7,mb,,53,3.209,0.8,us,us1000hq36,2018-11-19T01:25:02.040Z,"252km SSE of Amahusu, Indonesia",earthquake,3.2,9.1,0.071,59,reviewed,us,us
2018-11-09T19:57:04.780Z,37.312,20.5603,10,4.6,mb,,149,2.206,3.01,us,us1000hpyz,2018-11-10T17:37:37.040Z,"50km SSW of Lithakia, Greece",earthquake,7.5,1.9,0.146,16,reviewed,us,us
2018-11-09T19:12:39.660Z,2.6766,128.2215,67.46,4.9,mb,,45,2.076,0.9,us,us1000hpxz,2018-11-10T16:32:29.040Z,"107km NNE of Tobelo, Indonesia",earthquake,7.2,7.6,0.066,71,reviewed,us,us
2018-11-09T18:54:10.180Z,-30.628,-71.7155,25.75,5.2,mww,,114,0.083,0.8,us,us1000hpxh,2018-11-11T01:50:47.335Z,"49km W of Ovalle, Chile",earthquake,5.2,3.1,0.08,15,reviewed,us,us
2018-11-09T18:19:01.000Z,31.4465,141.757,10,4.7,mb,,138,2.34,0.64,us,us1000hpwx,2018-11-10T15:47:55.040Z,"258km SE of Hachijo-jima, Japan",earthquake,7,1.9,0.068,65,reviewed,us,us
2018-11-09T18:08:35.420Z,31.4081,141.6164,7.65,4.9,mb,,89,2.286,0.92,us,us1000hpwj,2018-11-10T15:37:39.040Z,"252km SE of Hachijo-jima, Japan",earthquake,6.7,4.7,0.046,145,reviewed,us,us
2018-11-09T17:53:00.560Z,37.5554,20.3253,10,4.5,mb,,131,2.155,1.01,us,us1000hpw6,2018-11-10T15:19:53.040Z,"47km WSW of Mouzaki, Greece",earthquake,6.9,1.9,0.121,20,reviewed,us,us
2018-11-09T16:09:01.650Z,44.7104,145.6708,22.35,4.7,mb,,134,2.283,0.67,us,us1000hptn,2018-11-09T17:02:14.040Z,"72km NNW of Otrada, Russia",earthquake,8.2,6.1,0.058,90,reviewed,us,us
2018-11-09T15:15:42.520Z,-27.9802,-66.5876,164.12,4.7,mb,,48,3.254,0.75,us,us1000hps3,2018-11-09T15:27:49.040Z,"51km SSW of Andalgala, Argentina",earthquake,8.5,6.9,0.159,12,reviewed,us,us
2018-11-09T14:41:28.430Z,-56.1229,-27.4995,80.02,4.7,mb,,126,5.467,0.72,us,us1000hpqq,2018-11-20T08:39:19.040Z,"68km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.5,6.6,0.099,31,reviewed,us,us
2018-11-09T14:33:51.830Z,25.9824,-110.4898,10,4.9,mb,,153,2.339,1.06,us,us1000hpq9,2018-11-20T08:37:10.192Z,"91km E of Loreto, Mexico",earthquake,8.2,1.9,0.048,136,reviewed,us,us
2018-11-09T10:13:01.750Z,1.8071,126.645,61.87,4.6,mb,,166,1.256,0.97,us,us1000hpmw,2018-11-09T10:34:56.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,10,10.4,0.111,24,reviewed,us,us
2018-11-09T09:20:31.610Z,8.7301,-83.2474,10,5.3,mwr,,109,0.325,1.13,us,us1000hpmp,2018-11-13T22:53:18.040Z,"13km NW of Golfito, Costa Rica",earthquake,5.6,1.9,0.065,23,reviewed,us,us
2018-11-09T07:57:37.960Z,-42.5766,-15.8062,10,5,mb,,104,6.122,0.78,us,us1000hsqy,2018-11-29T07:47:45.040Z,"Tristan da Cunha region",earthquake,13.1,1.9,0.151,14,reviewed,us,us
2018-11-09T07:54:52.560Z,-42.713,-16.0205,10,5.7,mww,,70,6.316,0.82,us,us1000hple,2018-11-29T07:40:51.862Z,"Southern Mid-Atlantic Ridge",earthquake,10.1,1.8,0.075,17,reviewed,us,us
2018-11-09T07:44:51.720Z,-22.7156,-67.7195,169.88,4.5,mb,,53,0.484,1.01,us,us1000hpl5,2018-11-29T07:23:23.040Z,"55km ENE of San Pedro de Atacama, Chile",earthquake,10.4,8.2,0.22,6,reviewed,us,us
2018-11-09T07:39:16.730Z,-42.5965,-16.1562,10,5.5,mb,,84,6.262,0.91,us,us1000hpl6,2018-11-29T07:23:17.801Z,"Southern Mid-Atlantic Ridge",earthquake,9.5,1.8,0.064,84,reviewed,us,us
2018-11-09T06:17:23.520Z,-42.5699,-15.5938,10,4.9,mb,,84,6.046,1.34,us,us1000hpl0,2018-11-29T07:49:24.040Z,"Tristan da Cunha region",earthquake,10,1.8,0.103,30,reviewed,us,us
2018-11-09T06:06:31.330Z,12.2866,144.6925,10,4.5,mb,,102,1.306,0.72,us,us1000hsqq,2018-11-29T07:04:49.040Z,"108km S of Merizo Village, Guam",earthquake,10.3,1.7,0.121,20,reviewed,us,us
2018-11-09T02:25:45.440Z,-47.3279,-13.2646,10,4.8,mb,,77,24.908,0.98,us,us1000hsql,2018-12-05T05:01:21.040Z,"Southern Mid-Atlantic Ridge",earthquake,14.3,1.9,0.119,22,reviewed,us,us
2018-11-09T01:49:40.060Z,71.6264,-11.2502,10,6.7,mww,,19,7.848,0.97,us,us1000hpim,2018-12-05T04:19:22.929Z,"120km NW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,4.5,1.8,0.034,81,reviewed,us,us
2018-11-08T23:05:36.690Z,40.7338,142.5527,46.17,4.5,mb,,124,1.131,0.59,us,us1000hphe,2018-11-19T00:16:21.977Z,"92km ENE of Hachinohe, Japan",earthquake,6.5,6.5,0.059,84,reviewed,us,us
2018-11-08T21:07:01.460Z,-34.3508,116.8388,10,5.2,mww,,61,1.458,0.97,us,us1000hpej,2018-11-24T06:39:45.251Z,"64km ESE of Manjimup, Australia",earthquake,8.7,1.8,0.089,12,reviewed,us,us
2018-11-08T19:18:38.730Z,-35.7627,179.9851,10,4.5,mb,,153,2.246,0.74,us,us1000hs6h,2018-11-27T21:54:40.040Z,"Off the east coast of the North Island of New Zealand",earthquake,14.7,1.9,0.163,11,reviewed,us,us
2018-11-08T18:42:54.110Z,-2.8147,119.5045,10,4.6,mb,,100,2.198,0.77,us,us1000hpc2,2018-11-26T17:28:53.040Z,"19km NE of Mamasa, Indonesia",earthquake,8.7,1.9,0.087,40,reviewed,us,us
2018-11-08T16:07:54.130Z,-57.5584,-66.0139,10,4.9,mb,,127,2.783,0.74,us,us1000hpan,2018-11-09T15:32:25.449Z,"Drake Passage",earthquake,7.9,1.8,0.08,51,reviewed,us,us
2018-11-08T15:01:07.610Z,37.6666,70.2368,12.8,4.6,mb,,46,0.603,0.95,us,us1000hp9v,2018-11-13T20:15:58.077Z,"47km E of Chubek, Tajikistan",earthquake,2.9,4.7,0.096,37,reviewed,us,us
2018-11-08T14:46:17.770Z,11.4445,139.0743,48.92,4.7,mb,,174,15.733,1.38,us,us1000hp9t,2018-11-08T15:01:33.040Z,"225km NNE of Rumung, Micronesia",earthquake,14.6,11.2,0.106,27,reviewed,us,us
2018-11-08T13:40:16.490Z,-2.921,119.4183,21.27,5.2,mb,,56,2.105,1.14,us,us1000hp94,2018-11-08T13:52:55.040Z,"5km ENE of Mamasa, Indonesia",earthquake,6.2,5.6,0.09,40,reviewed,us,us
2018-11-08T09:02:48.300Z,-15.2742,-173.305,18.53,5,mb,,61,2.007,0.95,us,us1000hp6t,2018-11-08T09:22:05.040Z,"88km NNE of Hihifo, Tonga",earthquake,9.2,4.6,0.039,205,reviewed,us,us
2018-11-08T08:30:17.430Z,2.3144,127.1963,35.7,4.5,mb,,121,1.541,0.43,us,us1000hp6j,2018-11-29T06:48:16.040Z,"111km NW of Tobelo, Indonesia",earthquake,9.4,10.1,0.102,30,reviewed,us,us
2018-11-08T08:16:13.370Z,-27.8401,-71.2091,21.79,4.6,mb,,141,0.382,0.66,us,us1000hp6b,2018-11-29T06:43:27.040Z,"92km NNW of Vallenar, Chile",earthquake,5.2,5.9,0.109,25,reviewed,us,us
2018-11-08T01:18:39.030Z,-21.0225,-178.4135,549.4,4.9,mb,,95,4.664,0.71,us,us1000hp3t,2018-11-08T01:29:36.040Z,"50km SE of Ndoi Island, Fiji",earthquake,13.4,13.3,0.145,15,reviewed,us,us
2018-11-08T00:56:32.430Z,-23.4102,179.5288,544.8,4.5,mb,,91,5.803,0.79,us,us1000hp3e,2018-11-23T04:34:25.040Z,"South of the Fiji Islands",earthquake,11.3,7.2,0.07,60,reviewed,us,us
2018-11-07T21:05:11.990Z,22.8607,122.5433,18.57,4.8,mww,,98,1.263,0.71,us,us1000hnz2,2018-11-23T03:08:15.040Z,"144km E of Taitung City, Taiwan",earthquake,5.3,4.5,0.069,20,reviewed,us,us
2018-11-07T18:36:11.490Z,-8.0784,116.7936,10,4.8,mb,,65,2.643,0.94,us,us1000hnvh,2018-11-16T00:45:28.040Z,"31km NE of Belanting, Indonesia",earthquake,5,1.9,0.105,28,reviewed,us,us
2018-11-07T18:31:24.260Z,-5.7946,148.5115,105.08,4.5,mb,,85,3.828,0.57,us,us1000hrqj,2018-11-26T13:38:01.040Z,"114km NE of Finschhafen, Papua New Guinea",earthquake,8.4,5.3,0.104,27,reviewed,us,us
2018-11-07T17:32:53.600Z,11.9728,-86.8015,66.79,4.6,mb,,123,0.568,0.87,us,us2000i848,2018-11-16T00:48:43.040Z,"32km W of Carlos Fonseca Amador, Nicaragua",earthquake,6.4,7.8,0.05,120,reviewed,us,us
2018-11-07T17:27:47.860Z,44.1128,82.5453,10,4.5,mb,,59,2.687,0.98,us,us2000i841,2018-11-16T00:47:45.040Z,"107km ENE of Yining Xian, China",earthquake,2.6,1.9,0.091,36,reviewed,us,us
2018-11-07T15:11:48.130Z,-20.5939,-177.863,540.86,4.5,mb,,92,4.788,0.71,us,us1000hrqi,2018-11-20T04:09:28.040Z,"87km E of Ndoi Island, Fiji",earthquake,13.7,9.3,0.092,35,reviewed,us,us
2018-11-07T14:57:06.720Z,5.3566,126.9267,59.99,4.7,mb,,109,2.166,0.76,us,us2000i81z,2018-11-29T06:26:17.040Z,"138km SE of Pondaguitan, Philippines",earthquake,8.3,8,0.074,55,reviewed,us,us
2018-11-07T13:56:45.540Z,-26.7321,67.4447,10,4.7,mb,,70,18.504,0.66,us,us1000hrqe,2018-11-29T06:21:41.040Z,"Indian Ocean Triple Junction",earthquake,14,1.9,0.106,27,reviewed,us,us
2018-11-07T12:57:47.910Z,-55.6789,-26.8666,10,4.7,mb,,81,5.714,0.59,us,us2000i7zw,2018-12-02T12:34:06.040Z,"115km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.9,1.9,0.085,42,reviewed,us,us
2018-11-07T11:35:26.230Z,48.068,-27.7808,10,4.7,mb,,110,10.43,0.38,us,us2000i7yv,2018-11-07T13:27:08.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.6,1.9,0.05,122,reviewed,us,us
2018-11-07T10:21:33.540Z,13.0038,-90.5287,10,4.7,mb,,139,1.433,0.76,us,us2000i7xq,2018-12-02T07:14:38.040Z,"100km SW of Acajutla, El Salvador",earthquake,7,1.9,0.029,373,reviewed,us,us
2018-11-07T09:42:25.930Z,-2.9201,119.4083,8.97,5.2,mww,,40,2.108,1.12,us,us2000i7x0,2018-11-30T09:12:02.295Z,"4km NE of Mamasa, Indonesia",earthquake,5.8,3.7,0.048,42,reviewed,us,us
2018-11-07T06:04:23.770Z,-12.8096,45.4355,10,4.9,mb,,49,6.409,0.82,us,us2000i7u5,2018-11-07T06:20:35.718Z,"16km E of Pamandzi, Mayotte",earthquake,9,1.9,0.099,32,reviewed,us,us
2018-11-06T21:22:55.750Z,-45.534,-76.7622,10,5.3,mww,,140,2.661,0.73,us,us2000i7qy,2018-11-23T01:57:38.040Z,"Off the coast of Aisen, Chile",earthquake,8.6,1.8,0.075,17,reviewed,us,us
2018-11-06T20:30:18.370Z,-7.2243,123.86,486.55,4.7,mb,,30,2.132,0.92,us,us2000i7pt,2018-11-07T18:30:42.040Z,"187km NE of Palue, Indonesia",earthquake,8.6,3.6,0.061,80,reviewed,us,us
2018-11-06T20:14:16.080Z,-21.8283,-68.6122,124.65,4.6,mb,,38,0.586,0.99,us,us2000i7pa,2018-11-07T17:10:13.040Z,"78km NNE of Calama, Chile",earthquake,6.2,6.5,0.132,17,reviewed,us,us
2018-11-06T18:07:35.210Z,-31.2934,-72.52,10.21,4.8,mb,,95,0.979,0.87,us,us2000i7lt,2018-11-15T23:20:43.040Z,"134km WNW of Illapel, Chile",earthquake,5,4.6,0.128,19,reviewed,us,us
2018-11-06T16:11:39.670Z,-22.1851,-174.5298,10,5.5,mww,,43,7.668,0.99,us,us2000i7iz,2018-11-14T18:16:04.074Z,"103km SSE of `Ohonua, Tonga",earthquake,8.7,1.8,0.061,26,reviewed,us,us
2018-11-06T15:50:32.110Z,-9.1797,-109.7137,10,4.7,mb,,221,31.006,0.7,us,us1000hrmh,2018-11-14T18:11:59.040Z,"Central East Pacific Rise",earthquake,18,2,0.152,13,reviewed,us,us
2018-11-06T15:11:13.910Z,-23.2564,171.8135,42.18,4.8,mb,,113,4.076,1.02,us,us1000hrmg,2018-11-14T17:48:07.040Z,"97km SSW of Ile Hunter, New Caledonia",earthquake,12,7.5,0.113,24,reviewed,us,us
2018-11-06T14:34:25.860Z,23.9844,122.5164,22.11,4.5,mb,,186,0.659,0.28,us,us1000hrmn,2018-11-14T17:31:43.040Z,"72km SW of Yonakuni, Japan",earthquake,5.3,6.3,0.145,14,reviewed,us,us
2018-11-06T14:26:50.330Z,46.4029,150.6558,93,4.8,mb,,129,6.946,1,us,us2000i7i1,2018-11-14T16:59:08.040Z,"251km ENE of Kuril'sk, Russia",earthquake,10.9,7.1,0.033,286,reviewed,us,us
2018-11-06T14:20:55.480Z,-6.2019,147.5448,59.87,4.7,mb,,88,3.204,0.69,us,us2000i7h4,2018-11-14T16:56:59.040Z,"56km NW of Finschhafen, Papua New Guinea",earthquake,8.2,7.5,0.085,42,reviewed,us,us
2018-11-06T14:15:08.460Z,-9.8643,66.131,10,4.5,mb,,186,28.886,0.64,us,us1000hrmd,2018-11-14T16:43:49.040Z,"Mid-Indian Ridge",earthquake,16,2,0.109,25,reviewed,us,us
2018-11-06T14:06:55.430Z,31.3464,130.2914,153.81,4.5,mb,,95,1.841,0.7,us,us2000i7h0,2018-11-14T16:31:20.040Z,"8km SSW of Kaseda, Japan",earthquake,5.7,6.6,0.08,46,reviewed,us,us
2018-11-06T13:14:23.870Z,-15.1974,-172.866,10,4.9,mb,,105,1.658,0.47,us,us1000hrmc,2018-11-14T16:28:37.040Z,"126km NE of Hihifo, Tonga",earthquake,8.4,1.9,0.122,27,reviewed,us,us
2018-11-06T11:19:28.520Z,-5.2137,146.332,163.21,5,mb,,51,3.314,0.85,us,us2000i7es,2018-11-06T11:38:55.040Z,"59km E of Madang, Papua New Guinea",earthquake,7.8,7.1,0.045,158,reviewed,us,us
